,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year
208737,190805431,02/01/2019 12:00:00 AM,01/29/2010 12:00:00 AM,1200,8,West LA,839,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 0421 0603 0917,19,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,956,,,,1900    AVENUE OF THE STARS,,34.0599,-118.4171,2019
208738,190807188,03/14/2019 12:00:00 AM,02/28/2010 12:00:00 AM,800,8,West LA,829,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,50,F,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,956,,,,10300    WILSHIRE                     BL,,34.068,-118.4254,2019
208739,190811086,06/12/2019 12:00:00 AM,06/11/2010 12:00:00 AM,1330,8,West LA,803,1,330,BURGLARY FROM VEHICLE,0344 1251,15,F,W,101,STREET,,,IC,Invest Cont,330,,,,SUNSET                       BL,LOS LIONES                   DR,34.0949,-118.5111,2019
208740,190907999,03/14/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,9,Van Nuys,926,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,34,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,14400    VICTORY                      BL,,34.1903,-118.4399,2019
208741,191005089,01/26/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1000,10,West Valley,1029,2,354,THEFT OF IDENTITY,1822 0377,51,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7000    WOODLEY                      AV,,34.1976,-118.4837,2019
208742,191007259,03/11/2019 12:00:00 AM,09/01/2010 12:00:00 AM,800,10,West Valley,1047,2,354,THEFT OF IDENTITY,0377 1822 0930,28,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17500    MARTHA                       ST,,34.1732,-118.5142,2019
208743,191008547,04/12/2019 12:00:00 AM,04/09/2010 12:00:00 AM,800,10,West Valley,1075,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,19,F,H,104,DRIVEWAY,,,IC,Invest Cont,420,,,,5100    ETIWANDA                     AV,,34.1634,-118.5316,2019
208744,191008792,04/22/2019 12:00:00 AM,01/01/2010 12:00:00 AM,5,10,West Valley,1019,2,354,THEFT OF IDENTITY,0377 1822 0928,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7400    HASKELL                      AV,,34.2049,-118.4749,2019
208745,191107168,03/08/2019 12:00:00 AM,08/01/2010 12:00:00 AM,1,11,Northeast,1123,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,519,33,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,,,,3700    SENECA                       AV,,34.1219,-118.259,2019
208746,191109806,05/01/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,11,Northeast,1158,1,121,"RAPE, FORCIBLE",0522 1259 0500 0360,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,300 W  AVENUE 38,,34.0907,-118.2121,2019
208747,191110531,05/16/2019 12:00:00 AM,04/10/2010 12:00:00 AM,1,11,Northeast,1169,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0522 0360 1258,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,4900    OAK TERRACE                  DR,,34.1021,-118.2021,2019
208748,191207241,02/16/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,12,77th Street,1233,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 1258 0522 0503 0518 0305 2034,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,760,812,,,1600 W  59TH                         ST,,33.9875,-118.3046,2019
208749,191815235,07/01/2019 12:00:00 AM,10/01/2010 12:00:00 AM,1200,18,Southeast,1836,2,860,BATTERY WITH SEXUAL CONTACT,0522 1810,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1400 E  107TH                        ST,,33.9388,-118.2499,2019
208750,191300738,06/11/2019 12:00:00 AM,06/07/2010 12:00:00 AM,1800,13,Newton,1383,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,23,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,998,,,5800 S  BROADWAY,,33.9829,-118.2783,2019
208751,191505220,01/24/2019 12:00:00 AM,01/05/2010 12:00:00 AM,700,15,N Hollywood,1555,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0701,72,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,5000    LANKERSHIM                   BL,,34.1611,-118.3723,2019
208752,182010529,04/05/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,20,Olympic,2036,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0558 0448 0422 0432 0506 0522 0515 0532 0503,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,813,998,,700 S  BERENDO                      ST,,34.0598,-118.2941,2018
208753,191610116,06/10/2019 12:00:00 AM,05/01/2010 12:00:00 AM,1400,16,Foothill,1675,1,310,BURGLARY,1605 0344,21,F,H,221,PUBLIC STORAGE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,9000    GLENOAKS                     BL,,34.2326,-118.3692,2019
208754,191709085,04/22/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,17,Devonshire,1783,2,354,THEFT OF IDENTITY,1822,21,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,9000    VANALDEN                     AV,,34.2341,-118.5493,2019
208755,191710170,05/17/2019 12:00:00 AM,04/22/2010 12:00:00 AM,800,17,Devonshire,1745,2,354,THEFT OF IDENTITY,1822 0929,23,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17100    CHATSWORTH                   ST,,34.2648,-118.5056,2019
208756,191805719,01/31/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,18,Southeast,1832,2,354,THEFT OF IDENTITY,377,20,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 W  107TH                        ST,,33.9392,-118.2784,2019
208757,191904162,12/28/2018 12:00:00 AM,06/30/2010 12:00:00 AM,1200,19,Mission,1982,2,860,BATTERY WITH SEXUAL CONTACT,0556 0552,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,15000    PARTHENIA                    ST,,34.2301,-118.4633,2018
208758,191906539,02/18/2019 12:00:00 AM,04/15/2010 12:00:00 AM,1200,19,Mission,1916,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0410 2034 1257 1817 0552 0500,3,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,,,14400    POLK                         ST,,34.3103,-118.4467,2019
208759,191907923,03/26/2019 12:00:00 AM,07/15/2010 12:00:00 AM,900,19,Mission,1907,2,649,DOCUMENT FORGERY / STOLEN FELONY,0931 1822,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,13000    MONTERO                      AV,,34.3063,-118.4213,2019
208760,191909002,04/15/2019 12:00:00 AM,05/03/2010 12:00:00 AM,1,19,Mission,1966,2,354,THEFT OF IDENTITY,0377 0100 0928 1822,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14500    TUPPER                       ST,,34.239,-118.4481,2019
208761,191910313,05/13/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,19,Mission,1962,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0529 1257 0558 0536,2,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,9200    SEPULVEDA                    BL,,34.2374,-118.4676,2019
208762,191910770,05/17/2019 12:00:00 AM,09/01/2010 12:00:00 AM,1200,19,Mission,1954,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0444 0515 1258,5,F,B,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,15000    SEPTO                        ST,,34.2509,-118.4598,2019
208763,190713097,06/27/2019 12:00:00 AM,08/24/2010 12:00:00 AM,1,7,Wilshire,789,1,820,ORAL COPULATION,0500 0507,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,2100    9TH                          AV,,34.038,-118.3272,2019
208764,191911755,06/11/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,19,Mission,1913,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0913 1257 0510 0906,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,15400    COBALT                       ST,,34.3095,-118.4672,2019
208765,192004683,01/14/2019 12:00:00 AM,09/01/2010 12:00:00 AM,1900,20,Olympic,2091,2,813,CHILD ANNOYING (17YRS & UNDER),1258 1901,12,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,813,,,,2300 W  21ST                         ST,,34.0381,-118.3148,2019
208766,192006175,02/15/2019 12:00:00 AM,12/15/2010 12:00:00 AM,1700,20,Olympic,2097,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 1258 1251 0510 0522,4,F,H,222,LAUNDROMAT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,SANTA MONICA                 BL,NORMANDIE                    AV,34.0372,-118.3003,2019
208767,192006188,02/15/2019 12:00:00 AM,11/01/2010 12:00:00 AM,1,20,Olympic,2015,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,15,F,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,812,,,4200    BEVERLY                      BL,,34.0763,-118.2937,2019
208768,191314534,07/05/2019 12:00:00 AM,02/01/2010 12:00:00 AM,1300,13,Newton,1383,2,354,THEFT OF IDENTITY,0100 0928 1822,18,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 E  59TH                         PL,,33.9861,-118.2739,2019
208769,192011700,05/28/2019 12:00:00 AM,07/01/2010 12:00:00 AM,1200,20,Olympic,2035,2,624,BATTERY - SIMPLE ASSAULT,2024 0522 0510 1251 1258,5,F,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  CATALINA                     ST,,34.0598,-118.2979,2019
208770,192011701,05/28/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,20,Olympic,2038,2,860,BATTERY WITH SEXUAL CONTACT,0522 0505 1251 1257,4,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,600    SHATTO                       PL,,34.0608,-118.2903,2019
208771,190516508,10/07/2019 12:00:00 AM,08/05/2010 12:00:00 AM,1,5,Harbor,517,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0503 0505 0360 0913,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1000    EUBANK                       AV,,33.7831,-118.2552,2019
208772,192108621,04/13/2019 12:00:00 AM,12/01/2010 12:00:00 AM,1200,21,Topanga,2156,2,354,THEFT OF IDENTITY,1822 0928,32,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6200    OWENSMOUTH                   AV,,34.1829,-118.6015,2019
208774,191207242,02/16/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,12,77th Street,1233,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 1258 0522 0503 0444 0510 0305 0520,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,760,812,,,1600 W  59TH                         ST,,33.9875,-118.3046,2019
208775,191911201,05/16/2019 12:00:00 AM,01/01/2010 12:00:00 AM,600,19,Mission,1913,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1817 1257 0551,4,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,15400    COBALT                       ST,,34.3095,-118.4672,2019
208776,191011755,07/02/2019 12:00:00 AM,06/29/2010 12:00:00 AM,2100,10,West Valley,1079,1,480,BIKE - STOLEN,0397 0344,30,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,4800    WOODLEY                      AV,,34.1577,-118.4836,2019
208777,200706592,02/24/2020 12:00:00 AM,02/24/2010 12:00:00 AM,1950,7,Wilshire,719,1,330,BURGLARY FROM VEHICLE,0344 1609 1300,29,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 N  LARCHMONT                    BL,,34.0762,-118.3236,2020
208778,200307718,03/02/2020 12:00:00 AM,04/01/2010 12:00:00 AM,1200,3,Southwest,357,1,121,"RAPE, FORCIBLE",0500 0527,16,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1100 W  35TH                         ST,,34.0246,-118.297,2020
208779,191917040,09/24/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,19,Mission,1921,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 1817 0528 0532 0448 0538 0558,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,12600    HADDON                       AV,,34.2997,-118.4696,2019
208780,190416259,09/10/2019 12:00:00 AM,07/05/2010 12:00:00 AM,1200,4,Hollenbeck,404,1,122,"RAPE, ATTEMPTED",1257 0913 0400 0522 0515,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,812,,,5900    MONTEREY                     RD,,34.1045,-118.1848,2019
208781,200806414,02/23/2020 12:00:00 AM,02/23/2010 12:00:00 AM,2020,8,West LA,813,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 1813 0448 0444 0429 1414,34,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,11400 W  SUNSET                       BL,,34.0738,-118.4768,2020
208782,201409032,03/29/2020 12:00:00 AM,03/27/2010 12:00:00 AM,2300,14,Pacific,1426,1,330,BURGLARY FROM VEHICLE,0344 1300,20,M,O,710,OTHER PREMISE,,,IC,Invest Cont,330,,,,NATIONAL,SAWTELLE,34.0263,-118.4314,2020
208783,201707936,04/03/2020 12:00:00 AM,04/03/2010 12:00:00 AM,1,17,Devonshire,1797,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0554 1258 0913 0500 2003 1815,3,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,8700    SWINTON                      AV,,34.2293,-118.4862,2020
208784,200808946,04/30/2020 12:00:00 AM,09/11/2010 12:00:00 AM,1500,8,West LA,839,2,354,THEFT OF IDENTITY,930,46,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900    AVENUE OF THE STARS,,34.0599,-118.4171,2020
208786,201607565,03/29/2020 12:00:00 AM,01/01/2010 12:00:00 AM,1,16,Foothill,1653,2,860,BATTERY WITH SEXUAL CONTACT,0913 0500 1257 0505 0506 0558,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,860,,,12800    KAMLOOPS                     ST,,34.2557,-118.4111,2020
208787,201608628,04/30/2020 12:00:00 AM,04/23/2010 12:00:00 AM,1630,16,Foothill,1656,2,354,THEFT OF IDENTITY,0930 1822,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    WYNGATE                      ST,,34.2579,-118.3163,2020
208788,200104040,01/01/2020 12:00:00 AM,01/01/2010 12:00:00 AM,1000,1,Central,111,2,860,BATTERY WITH SEXUAL CONTACT,0551 0522 0558,6,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,700    YALE                         ST,,34.0612,-118.2417,2020
208789,201707227,03/10/2020 12:00:00 AM,03/01/2010 12:00:00 AM,1800,17,Devonshire,1747,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0552 0913 2021 0416 0602 1258,2,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,16800    CHATSWORTH                   ST,,34.2648,-118.4979,2020
208790,202007133,03/06/2020 12:00:00 AM,04/01/2010 12:00:00 AM,2359,20,Olympic,2029,2,354,THEFT OF IDENTITY,1822 0928 0100 1202,68,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 S  VIRGIL                       AV,,34.069,-118.2868,2020
208791,200908902,04/25/2020 12:00:00 AM,04/25/2010 12:00:00 AM,445,9,Van Nuys,941,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1402 1420,36,M,A,145,MAIL BOX,,,IC,Invest Cont,440,998,,,15100    BURBANK                      BL,,34.1766,-118.4589,2020
208799,201706513,02/27/2020 12:00:00 AM,03/21/2010 12:00:00 AM,1400,17,Devonshire,1792,1,121,"RAPE, FORCIBLE",1814 0507 0512 0515 0527 0913 1910 0536,15,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,19800    ROSCOE                       BL,,34.2243,-118.5623,2020
208809,170512370,06/29/2017 12:00:00 AM,11/03/2010 12:00:00 AM,1,5,Harbor,523,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,-6,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,946,,,2100    JOHN S GIBSON                BL,,33.7577,-118.2884,2017
208812,202108215,04/11/2020 12:00:00 AM,04/09/2010 12:00:00 AM,1800,21,Topanga,2157,1,330,BURGLARY FROM VEHICLE,0344 0352,16,F,H,101,STREET,,,IC,Invest Cont,330,,,,20500    ARCHWOOD                     ST,,34.1928,-118.5797,2020
208857,200308652,03/17/2020 12:00:00 AM,03/17/2010 12:00:00 AM,228,3,Southwest,321,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5700    CLEMSON                      ST,,34.024,-118.3692,2020
208858,190916063,08/30/2019 12:00:00 AM,08/29/2010 12:00:00 AM,1930,9,Van Nuys,955,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,13,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,998,,,14300    CHANDLER                     BL,,34.1684,-118.4443,2019
208859,191610890,06/29/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,16,Foothill,1687,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0551 0552 1251 1258,3,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,11000    LORNE                        ST,,34.2175,-118.3703,2019
208860,200807171,03/04/2020 12:00:00 AM,08/15/2010 12:00:00 AM,1200,8,West LA,893,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,443,36,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,2800    MIDVALE                      AV,,34.0332,-118.4242,2020
208861,191222630,09/13/2019 12:00:00 AM,08/01/2010 12:00:00 AM,1200,12,77th Street,1257,1,121,"RAPE, FORCIBLE",1258 1251 0516 0522 0526 0527 0536 0537 0552 1203,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,600 W  78TH                         ST,,33.9688,-118.2842,2019
208862,191915122,08/09/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,19,Mission,1977,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1817 0552 2002 0505 1257 0522,4,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,13600    RAYEN                        ST,,34.2385,-118.4293,2019
208863,192117804,10/29/2019 12:00:00 AM,10/28/2010 12:00:00 AM,2230,21,Topanga,2189,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,35,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,20700    DEFOREST                     ST,,34.1603,-118.5851,2019
208864,190307679,02/15/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1400,3,Southwest,312,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0361 0519 1251 1258 2021,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,,,,2900 S  ORANGE                       DR,,34.0276,-118.3551,2019
208865,191717340,10/28/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1500,17,Devonshire,1745,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0503 1259 1251 0522 0512 0537 0556 0913 2021,7,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,821,,,17200    GERMAIN                      ST,,34.2624,-118.5088,2019
208866,201406278,02/08/2020 12:00:00 AM,02/02/2010 12:00:00 AM,1800,14,Pacific,1458,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1602,23,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,745,,,,4300    BERRYMAN                     AV,,34.0013,-118.4162,2020
208867,201105694,02/08/2020 12:00:00 AM,02/07/2010 12:00:00 AM,2000,11,Northeast,1184,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,21,F,H,101,STREET,,,IC,Invest Cont,330,,,,1300    QUINTERO                     ST,,34.0747,-118.2526,2020
208868,191513272,06/28/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,15,N Hollywood,1539,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 0552 1258 0446 0416 0522,3,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,5800    SATSUMA                      AV,,34.1758,-118.367,2019
208869,200309709,04/10/2020 12:00:00 AM,04/09/2010 12:00:00 AM,1700,3,Southwest,359,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1253 0329,19,F,H,101,STREET,,,IC,Invest Cont,330,,,,38TH                         ST,FLOWER                       DR,34.0158,-118.2816,2020
208870,191601065,11/26/2019 12:00:00 AM,01/01/2010 12:00:00 AM,2000,16,Foothill,1612,2,860,BATTERY WITH SEXUAL CONTACT,1259 0522,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,13100    MERCER                       ST,,34.2719,-118.4178,2019
208873,190223126,12/11/2019 12:00:00 AM,12/01/2010 12:00:00 AM,800,2,Rampart,211,1,820,ORAL COPULATION,1251 1258 0500 0507 0400 0556 0602 1415 1402 0432,2,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,998,,500    HELIOTROPE                   DR,,34.0794,-118.2953,2019
208874,191323643,12/11/2019 12:00:00 AM,12/09/2010 12:00:00 AM,2200,13,Newton,1317,1,310,BURGLARY,0344 0329,41,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1400 E  15TH                         ST,,34.026,-118.246,2019
208875,192021356,12/12/2019 12:00:00 AM,11/28/2010 12:00:00 AM,1200,20,Olympic,2042,2,354,THEFT OF IDENTITY,0928 0100,46,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 S  SAINT ANDREWS                PL,,34.0581,-118.3112,2019
208876,190917708,10/02/2019 12:00:00 AM,08/01/2010 12:00:00 AM,1200,9,Van Nuys,939,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",533,16,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,810,,,,6200    MORSE                        AV,,34.1853,-118.4155,2019
208877,192012873,06/28/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,20,Olympic,2039,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0445 0556 1251 1258,6,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,627,,,,2800    LEEWARD                      AV,,34.0588,-118.2842,2019
